shapeid,partid,x,y,Name
1,0,572667.6875,150764.125,100-D/DR Area
1,0,572667.125,150766.5781,100-D/DR Area
1,0,572666.75,150769.0156,100-D/DR Area
1,0,572666.625,150770.4063,100-D/DR Area
1,0,572666.5,150771.6406,100-D/DR Area
1,0,572666.4375,150772.6563,100-D/DR Area
1,0,572666.4375,150774.0469,100-D/DR Area
1,0,572666.375,150775.4063,100-D/DR Area
1,0,572666.3125,150776.4219,100-D/DR Area
1,0,572666.3125,150777.9844,100-D/DR Area
1,0,572666.125,150779.7188,100-D/DR Area
1,0,572665.75,150804.4375,100-D/DR Area
1,0,572665.5,150840.4375,100-D/DR Area
1,0,572665.4375,150874.375,100-D/DR Area
1,0,572665.3125,150909.8125,100-D/DR Area
1,0,572665.25,150964.7031,100-D/DR Area
1,0,572665,151016.125,100-D/DR Area
1,0,572665,151084.4531,100-D/DR Area
1,0,572664.875,151098.8281,100-D/DR Area
1,0,572664.875,151099.875,100-D/DR Area
1,0,572664.75,151111.5313,100-D/DR Area
1,0,572664.9375,151141.875,100-D/DR Area
1,0,572665,151153.4531,100-D/DR Area
1,0,572665.25,151197.8281,100-D/DR Area
1,0,572664.875,151427.1406,100-D/DR Area
1,0,572664.8125,151488.5,100-D/DR Area
1,0,572664.875,151489.6719,100-D/DR Area
1,0,572665.0625,151491.5781,100-D/DR Area
1,0,572664.5,151509.1094,100-D/DR Area
1,0,572664.4375,151527.1094,100-D/DR Area
1,0,572664.6875,151556.7969,100-D/DR Area
1,0,572665.3125,151590.9688,100-D/DR Area
1,0,572669.625,151600,100-D/DR Area
1,0,572671.3125,151603.6719,100-D/DR Area
1,0,572673.0625,151607.3438,100-D/DR Area
1,0,572673.375,151608.0156,100-D/DR Area
1,0,572689.5625,151641.6563,100-D/DR Area
1,0,572695.125,151651.6406,100-D/DR Area
1,0,572701.5625,151662.1563,100-D/DR Area
1,0,572712.125,151676.4688,100-D/DR Area
1,0,572718.4375,151683.4375,100-D/DR Area
1,0,572728,151693.3906,100-D/DR Area
1,0,572736.875,151702.2813,100-D/DR Area
1,0,572745.3125,151709.3594,100-D/DR Area
1,0,572753.4375,151714.9219,100-D/DR Area
1,0,572770.9375,151724.9688,100-D/DR Area
2,0,571543.375,149094.7188,100-N Area
2,0,571512.75,149077.0625,100-N Area
2,0,571500,149084.3906,100-N Area
2,0,571455.5625,149096.8594,100-N Area
2,0,571444.5,149100,100-N Area
2,0,571412.6875,149109.0313,100-N Area
2,0,571407.125,149110.6563,100-N Area
2,0,571402.8125,149111.7969,100-N Area
2,0,571400,149112.5938,100-N Area
2,0,571379.6875,149118.4219,100-N Area
2,0,571352.75,149125.9219,100-N Area
2,0,571340.6875,149124.3125,100-N Area
2,0,571334.5,149123.4844,100-N Area
2,0,571323.1875,149121.9688,100-N Area
2,0,571290,149117.25,100-N Area
2,0,571264.625,149127.625,100-N Area
2,0,571261.625,149156.75,100-N Area
2,0,571265.9375,149182.4688,100-N Area
2,0,571244.75,149191.625,100-N Area
2,0,571230.9375,149197.4531,100-N Area
2,0,571232.1875,149200.7656,100-N Area
2,0,571221.9375,149204.9844,100-N Area
2,0,571179.8125,149103.4688,100-N Area
2,0,571178.3125,149100,100-N Area
2,0,571162.875,149063.0156,100-N Area
2,0,571160.1875,149056.5781,100-N Area
2,0,571148.1875,149027.3438,100-N Area
2,0,571148.0625,149027.3906,100-N Area
2,0,571149.375,149023.625,100-N Area
2,0,571179,149011.4688,100-N Area
2,0,571091.6875,148803.7188,100-N Area
2,0,571059.25,148817.1563,100-N Area
2,0,571034.5,148758.2656,100-N Area
2,0,570939.8125,148798.0156,100-N Area
2,0,570919.875,148806.9063,100-N Area
2,0,570841.25,148839.5156,100-N Area
2,0,570756.5625,148875.375,100-N Area
2,0,570703,148897.875,100-N Area
2,0,570744.875,148995.8438,100-N Area
2,0,570787.1875,149100,100-N Area
2,0,570796.5,149122.7813,100-N Area
2,0,570796.5,149122.7656,100-N Area
2,0,570824.1875,149180.375,100-N Area
2,0,570834.9375,149205.7188,100-N Area
2,0,570847.75,149237.1875,100-N Area
2,0,570846.1875,149244.25,100-N Area
2,0,570825.125,149253.1094,100-N Area
2,0,570821.875,149254.7813,100-N Area
2,0,570813.4375,149258.4219,100-N Area
2,0,570815.9375,149264.1875,100-N Area
2,0,570819.375,149262.75,100-N Area
2,0,570829.625,149286.9063,100-N Area
2,0,570831.5,149286.125,100-N Area
2,0,570832.25,149287.7031,100-N Area
2,0,570836.9375,149285.625,100-N Area
2,0,570836.4375,149284.4531,100-N Area
2,0,570839.875,149283.0938,100-N Area
2,0,570840.4375,149285.7656,100-N Area
2,0,570841.375,149288.9844,100-N Area
2,0,570842.625,149293.1719,100-N Area
2,0,570844.25,149298.0625,100-N Area
2,0,570846.5625,149304.6094,100-N Area
2,0,570850,149313.4844,100-N Area
2,0,570851.6875,149318.2969,100-N Area
2,0,570852.6875,149319.8594,100-N Area
2,0,570853.875,149320.875,100-N Area
2,0,570855.25,149321.5,100-N Area
2,0,570856.625,149321.9063,100-N Area
2,0,570858.0625,149322.3281,100-N Area
2,0,570857.6875,149324.0781,100-N Area
2,0,570869.25,149332,100-N Area
2,0,570872,149330.1406,100-N Area
2,0,570872.4375,149331.8906,100-N Area
2,0,570872.5625,149333.2656,100-N Area
2,0,570872.5,149334.3906,100-N Area
2,0,570872.5,149335.0469,100-N Area
2,0,570872.6875,149337.4219,100-N Area
2,0,570872.4375,149338.8125,100-N Area
2,0,570872.3125,149339.4844,100-N Area
2,0,570872.1875,149341.0156,100-N Area
2,0,570872.5,149344.2813,100-N Area
2,0,570873.5625,149346.9688,100-N Area
2,0,570874.6875,149348.75,100-N Area
2,0,570877.3125,149352.125,100-N Area
2,0,570881.9375,149358.1406,100-N Area
2,0,570885.375,149363.3438,100-N Area
2,0,570887.25,149367.3125,100-N Area
2,0,570886.875,149369.5,100-N Area
2,0,570886.0625,149371.7813,100-N Area
2,0,570886,149372.9844,100-N Area
2,0,570886.625,149374.1406,100-N Area
2,0,570887.625,149376.0156,100-N Area
2,0,570888.875,149377.3594,100-N Area
2,0,570890.875,149378.6563,100-N Area
2,0,570893.4375,149380.0156,100-N Area
2,0,570896,149381.3438,100-N Area
2,0,570898.125,149382.5,100-N Area
2,0,570899.375,149383.375,100-N Area
2,0,570902.0625,149386.0781,100-N Area
2,0,570904.9375,149388.6094,100-N Area
2,0,570907.6875,149390.7344,100-N Area
2,0,570910.1875,149393.1875,100-N Area
2,0,570911.25,149394.9375,100-N Area
2,0,570911.6875,149396.625,100-N Area
2,0,570911.8125,149397.4219,100-N Area
2,0,570912.0625,149399.0938,100-N Area
2,0,570912,149401.25,100-N Area
2,0,570911.875,149403.5,100-N Area
2,0,570911.5625,149407.6719,100-N Area
2,0,570911.375,149410.1719,100-N Area
2,0,570911.1875,149413.2188,100-N Area
2,0,570911,149417.5469,100-N Area
2,0,570911,149420.5781,100-N Area
2,0,570911.125,149424.1406,100-N Area
2,0,570911.5,149428.5313,100-N Area
2,0,570912.0625,149431.8906,100-N Area
2,0,570912.9375,149433.5781,100-N Area
2,0,570915,149435.1875,100-N Area
2,0,570916.8125,149436.1875,100-N Area
2,0,570918.625,149436.8438,100-N Area
2,0,570921.3125,149437.4844,100-N Area
2,0,570925.5625,149438.3438,100-N Area
2,0,570929.875,149438.8281,100-N Area
2,0,570933.9375,149439.7188,100-N Area
2,0,570937.5625,149440.2656,100-N Area
2,0,570941.5,149440.4844,100-N Area
2,0,570946.6875,149441.0469,100-N Area
2,0,570953.8125,149441.8281,100-N Area
2,0,570959.75,149441.8438,100-N Area
2,0,570966.8125,149441.9531,100-N Area
2,0,570974.4375,149442.0156,100-N Area
2,0,570977.3125,149442.4219,100-N Area
2,0,570981.875,149442.9375,100-N Area
2,0,570985.625,149443.3594,100-N Area
2,0,570988.5625,149444.0313,100-N Area
2,0,570992.1875,149445.5781,100-N Area
2,0,570994.6875,149447.1563,100-N Area
2,0,570996.25,149448.6875,100-N Area
2,0,570998.25,149451.0625,100-N Area
2,0,570998.5625,149451.75,100-N Area
2,0,570999.1875,149453.0781,100-N Area
2,0,570983.375,149459.6719,100-N Area
2,0,570984.125,149461.1406,100-N Area
2,0,570991.125,149458.1875,100-N Area
2,0,571002.6875,149486.25,100-N Area
2,0,570996,149488.9531,100-N Area
2,0,570996.5625,149490.2813,100-N Area
2,0,571004.5625,149487.0781,100-N Area
2,0,571005.0625,149488.3906,100-N Area
2,0,571008.4375,149486.8906,100-N Area
2,0,571008.8125,149488.0781,100-N Area
2,0,571010.125,149491.5156,100-N Area
2,0,571010.875,149494.125,100-N Area
2,0,571011.0625,149495.2344,100-N Area
2,0,571010.8125,149499.8438,100-N Area
2,0,571008.9375,149505.3594,100-N Area
2,0,571006.875,149510.4688,100-N Area
2,0,571003.75,149518.1563,100-N Area
2,0,571001.5,149525.8438,100-N Area
2,0,570999.3125,149531.6406,100-N Area
2,0,570998.875,149535.5156,100-N Area
2,0,570998.8125,149539.6875,100-N Area
2,0,570999.0625,149542.4688,100-N Area
2,0,570999.625,149544.0469,100-N Area
2,0,571001.125,149546.3125,100-N Area
2,0,571002.375,149547.3594,100-N Area
2,0,571003.8125,149547.7656,100-N Area
2,0,571005.375,149547.875,100-N Area
2,0,571007.0625,149547.6406,100-N Area
2,0,571008.75,149547.8594,100-N Area
2,0,571010.5625,149548.8594,100-N Area
2,0,571013,149550.4375,100-N Area
2,0,571015.4375,149551.5469,100-N Area
2,0,571017.3125,149551.9063,100-N Area
2,0,571019.5,149552.1406,100-N Area
2,0,571021.8125,149552.2188,100-N Area
2,0,571023.75,149552.3281,100-N Area
2,0,571025.75,149552.7031,100-N Area
2,0,571028.125,149553.4063,100-N Area
2,0,571030.5,149555.25,100-N Area
2,0,571032.875,149557.8438,100-N Area
2,0,571034.625,149560.2344,100-N Area
2,0,571036.125,149563.0625,100-N Area
2,0,571037,149565.1406,100-N Area
2,0,571037.875,149567.5625,100-N Area
2,0,571039.9375,149572.7969,100-N Area
2,0,571040.25,149573.1406,100-N Area
2,0,571040.5,149573.1719,100-N Area
2,0,571044.0625,149565.3125,100-N Area
2,0,571046.5,149566.9531,100-N Area
2,0,571042.8125,149576.0313,100-N Area
2,0,571043.875,149576.9063,100-N Area
2,0,571044.9375,149577.6094,100-N Area
2,0,571046.5625,149578.8438,100-N Area
2,0,571047.75,149580.4844,100-N Area
2,0,571048.9375,149582.2656,100-N Area
2,0,571052.125,149586.1875,100-N Area
2,0,571055,149590.1563,100-N Area
2,0,571058,149594.7188,100-N Area
2,0,571060.9375,149599.0938,100-N Area
2,0,571061.75,149600,100-N Area
2,0,571062.875,149601.3594,100-N Area
2,0,571066.4375,149604.2188,100-N Area
2,0,571069.375,149606.2344,100-N Area
2,0,571071.75,149608.1719,100-N Area
2,0,571075,149611.5313,100-N Area
2,0,571078.75,149615.4688,100-N Area
2,0,571081.9375,149620.5,100-N Area
2,0,571083.25,149622.9531,100-N Area
2,0,571084.0625,149625.1719,100-N Area
2,0,571085,149627.1406,100-N Area
2,0,571086.5,149629.1406,100-N Area
2,0,571090,149632.6875,100-N Area
2,0,571095.0625,149638,100-N Area
2,0,571099.375,149642.0469,100-N Area
2,0,571099.625,149642.2813,100-N Area
2,0,571101.1875,149643.8125,100-N Area
2,0,571103.125,149645.9844,100-N Area
2,0,571104.9375,149648.125,100-N Area
2,0,571106.5,149650.3281,100-N Area
2,0,571107.8125,149652.1406,100-N Area
2,0,571109.9375,149655.0313,100-N Area
2,0,571111.1875,149656.2656,100-N Area
2,0,571113.75,149658.5156,100-N Area
2,0,571115.9375,149660.5,100-N Area
2,0,571117.5625,149661.8438,100-N Area
2,0,571119.4375,149663.5313,100-N Area
2,0,571121.25,149665.5313,100-N Area
2,0,571122.75,149667.9219,100-N Area
2,0,571123.75,149672.625,100-N Area
2,0,571123.9375,149674.25,100-N Area
2,0,571124.375,149675.9844,100-N Area
2,0,571124.875,149676.8906,100-N Area
2,0,571125.875,149678.6875,100-N Area
2,0,571129.9375,149684.1719,100-N Area
2,0,571135.75,149691.5,100-N Area
2,0,571138.125,149694.4531,100-N Area
2,0,571139.5625,149696.7656,100-N Area
2,0,571140.3125,149698.7344,100-N Area
2,0,571140.9375,149701.1406,100-N Area
2,0,571141.3125,149703.4844,100-N Area
2,0,571141.4375,149704.9688,100-N Area
2,0,571141.8125,149706.2969,100-N Area
2,0,571142.4375,149707.9375,100-N Area
2,0,571143.0625,149709.0469,100-N Area
2,0,571144.0625,149710.2188,100-N Area
2,0,571145.1875,149710.7656,100-N Area
2,0,571147.4375,149711.4688,100-N Area
2,0,571149.5,149711.8281,100-N Area
2,0,571151.125,149712.7969,100-N Area
2,0,571152.9375,149714.8594,100-N Area
2,0,571155.125,149718.1406,100-N Area
2,0,571156.9375,149721.8906,100-N Area
2,0,571158.6875,149726.3125,100-N Area
2,0,571160.125,149730.7188,100-N Area
2,0,571160.8125,149733.6719,100-N Area
2,0,571161.3125,149739.4375,100-N Area
2,0,571161.8125,149743.0625,100-N Area
2,0,571163.0625,149747.2813,100-N Area
2,0,571164.8125,149750.8906,100-N Area
2,0,571166.3125,149753.5156,100-N Area
2,0,571167.9375,149756.2188,100-N Area
2,0,571169.3125,149759.2031,100-N Area
2,0,571170.9375,149763.25,100-N Area
2,0,571174,149767.9063,100-N Area
2,0,571176.375,149770.9063,100-N Area
2,0,571179.0625,149774.5938,100-N Area
2,0,571181.1875,149778.125,100-N Area
2,0,571230.4375,149751.9531,100-N Area
2,0,571232.1875,149753.0469,100-N Area
2,0,571233.1875,149753.5156,100-N Area
2,0,571234.0625,149753.7344,100-N Area
2,0,571234.6875,149753.8281,100-N Area
2,0,571237.9375,149753.4688,100-N Area
2,0,571253.9375,149752.2813,100-N Area
2,0,571259.25,149756.9063,100-N Area
2,0,571269.3125,149765.6094,100-N Area
2,0,571298.9375,149789.7188,100-N Area
2,0,571310.3125,149798.9531,100-N Area
2,0,571352.3125,149833.7813,100-N Area
2,0,571399.4375,149870.3125,100-N Area
2,0,571440.8125,149903.1406,100-N Area
2,0,571475.4375,149930.6563,100-N Area
2,0,571484.5625,149937.4844,100-N Area
2,0,571493.6875,149944.3281,100-N Area
2,0,571497.1875,149946.9375,100-N Area
2,0,571498.625,149947.875,100-N Area
2,0,571500,149948.8125,100-N Area
2,0,571509.0625,149954.8906,100-N Area
2,0,571538.0625,149972.8594,100-N Area
2,0,571565.8125,149990.2813,100-N Area
2,0,571582.625,150000.4844,100-N Area
2,0,571593.5625,150008.1094,100-N Area
2,0,571607.375,150018.9688,100-N Area
2,0,571623.0625,150030.7969,100-N Area
2,0,571639.0625,150043.1094,100-N Area
2,0,571656.3125,150056.2344,100-N Area
2,0,571660.6875,150059.6719,100-N Area
2,0,571670.625,150067.4531,100-N Area
2,0,571677,150072.2813,100-N Area
2,0,571682.0625,150075.8906,100-N Area
2,0,571712.75,150099.3594,100-N Area
2,0,571713.625,150100,100-N Area
2,0,571754.3125,150131.3438,100-N Area
2,0,571796.5,150100.3906,100-N Area
2,0,571797,150100,100-N Area
2,0,571820.9375,150082.1094,100-N Area
2,0,571831.375,150074.1094,100-N Area
2,0,571827.875,150062,100-N Area
2,0,571818.625,150030.2031,100-N Area
2,0,571804.375,149982.1094,100-N Area
2,0,571792.6875,149942.8125,100-N Area
2,0,571781,149904.3594,100-N Area
2,0,571769.25,149864.2813,100-N Area
2,0,571757.25,149823.9375,100-N Area
2,0,571745.75,149784.8906,100-N Area
2,0,571733.75,149744.9688,100-N Area
2,0,571719,149695.9219,100-N Area
2,0,571718.9375,149695.7813,100-N Area
2,0,571703.5625,149643.4375,100-N Area
2,0,571722.5,149635.5938,100-N Area
2,0,571763.5,149618.5313,100-N Area
2,0,571782.75,149610.6875,100-N Area
2,0,571780.5,149605.3594,100-N Area
2,0,571778.1875,149600,100-N Area
2,0,571760.9375,149559,100-N Area
2,0,571740.75,149511.2656,100-N Area
2,0,571729.8125,149485.3594,100-N Area
2,0,571683.4375,149505.2656,100-N Area
2,0,571618.3125,149532.75,100-N Area
2,0,571584.5625,149527.6563,100-N Area
2,0,571584.375,149520.7813,100-N Area
2,0,571584.375,149520.6563,100-N Area
2,0,571580.9375,149503.0156,100-N Area
2,0,571580.4375,149500.4844,100-N Area
2,0,571579.875,149497.4375,100-N Area
2,0,571578.8125,149492.125,100-N Area
2,0,571575.8125,149476.5469,100-N Area
2,0,571569.1875,149443.875,100-N Area
2,0,571567.5625,149437.2344,100-N Area
2,0,571546.125,149446.7969,100-N Area
2,0,571545.8125,149446.9219,100-N Area
2,0,571541.625,149448.5313,100-N Area
2,0,571541.5,149448.5938,100-N Area
2,0,571531.125,149452.875,100-N Area
2,0,571528.8125,149453.8438,100-N Area
2,0,571515.375,149459.4219,100-N Area
2,0,571511.6875,149460.9531,100-N Area
2,0,571511.875,149461.2813,100-N Area
2,0,571511.8125,149461.3125,100-N Area
2,0,571511.25,149461.7344,100-N Area
2,0,571504.375,149466.4688,100-N Area
2,0,571500,149468.75,100-N Area
2,0,571497.625,149469.9844,100-N Area
2,0,571500,149475.4375,100-N Area
2,0,571501.5,149478.8594,100-N Area
2,0,571501.3125,149484.2188,100-N Area
2,0,571507.8125,149498.8594,100-N Area
2,0,571500,149504.4375,100-N Area
2,0,571488.0625,149512.9688,100-N Area
2,0,571473.0625,149518.1719,100-N Area
2,0,571468.5625,149519.7813,100-N Area
2,0,571438.0625,149529.8281,100-N Area
2,0,571423.8125,149495.25,100-N Area
2,0,571420.5625,149487.5781,100-N Area
2,0,571400,149438.75,100-N Area
2,0,571390.75,149416.7188,100-N Area
2,0,571400,149411.9531,100-N Area
2,0,571437.25,149392.8594,100-N Area
2,0,571472.5,149374.6719,100-N Area
2,0,571471.8125,149372.9063,100-N Area
2,0,571468.1875,149363.9375,100-N Area
2,0,571466.6875,149360.2031,100-N Area
2,0,571483.25,149353.1406,100-N Area
2,0,571483.125,149352.75,100-N Area
2,0,571485.25,149351.4531,100-N Area
2,0,571494.625,149345.2969,100-N Area
2,0,571491.5625,149338.1563,100-N Area
2,0,571496.25,149334.0625,100-N Area
2,0,571500,149330.7031,100-N Area
2,0,571528.5625,149305.125,100-N Area
2,0,571550.9375,149284.9531,100-N Area
2,0,571568.375,149269.2656,100-N Area
2,0,571577,149259.9531,100-N Area
2,0,571596.8125,149234.7031,100-N Area
2,0,571615.8125,149210.8438,100-N Area
2,0,571619.5625,149206.3281,100-N Area
2,0,571641.375,149179.2969,100-N Area
2,0,571644.125,149175.3594,100-N Area
2,0,571604.5,149143.6406,100-N Area
2,0,571563.75,149111.0156,100-N Area
2,0,571549.9375,149100,100-N Area
2,0,571543.375,149094.7188,100-N Area
3,0,579626.25,148510.8281,100-F Area
3,0,579627.0625,148513.6719,100-F Area
3,0,579627.375,148514.9375,100-F Area
3,0,579627.75,148516.1875,100-F Area
3,0,579628.1875,148517.25,100-F Area
3,0,579628.9375,148519.0156,100-F Area
3,0,579630.1875,148520.7969,100-F Area
3,0,579631.125,148522.1094,100-F Area
3,0,579631.5625,148523.0313,100-F Area
3,0,579633.8125,148525.8125,100-F Area
3,0,579636.875,148528.6719,100-F Area
3,0,579640.4375,148531.2188,100-F Area
3,0,579644.5625,148534.2188,100-F Area
3,0,579645.8125,148535.0313,100-F Area
3,0,579655.1875,148540.5625,100-F Area
3,0,579659.5625,148542.2969,100-F Area
3,0,579666.5625,148543.8281,100-F Area
3,0,579668.3125,148544.1094,100-F Area
3,0,579678.5625,148545.0938,100-F Area
3,0,579690.0625,148545.5313,100-F Area
3,0,579706.0625,148545.5781,100-F Area
3,0,579734.875,148545.75,100-F Area
3,0,579768.5,148546,100-F Area
3,0,579769.5625,148546,100-F Area
3,0,579776.875,148545.9219,100-F Area
3,0,579794.25,148545.7344,100-F Area
3,0,579834.25,148545.8438,100-F Area
3,0,579864.6875,148545.9531,100-F Area
3,0,579888,148546.125,100-F Area
3,0,579918.75,148546.0156,100-F Area
3,0,579961.3125,148546.1875,100-F Area
3,0,579980.1875,148546.2813,100-F Area
3,0,580001.0625,148546.4844,100-F Area
3,0,580003.875,148546.5156,100-F Area
3,0,580008.75,148546.5156,100-F Area
3,0,580031.9375,148546.5469,100-F Area
3,0,580060.5,148546.5313,100-F Area
3,0,580104.125,148546.6875,100-F Area
3,0,580143.375,148546.9063,100-F Area
3,0,580210.1875,148547,100-F Area
3,0,580239.9375,148547.0313,100-F Area
3,0,580267.9375,148546.9531,100-F Area
3,0,580286.625,148546.7344,100-F Area
3,0,580298.0625,148546.3281,100-F Area
3,0,580310.1875,148545.1719,100-F Area
3,0,580312.0625,148544.875,100-F Area
3,0,580326.3125,148541.7031,100-F Area
3,0,580328.75,148540.9375,100-F Area
3,0,580340.375,148536.1875,100-F Area
3,0,580341.625,148535.5938,100-F Area
3,0,580348.4375,148532.0469,100-F Area
3,0,580349.5625,148531.375,100-F Area
3,0,580366.125,148520.75,100-F Area
3,0,580400,148497.25,100-F Area
3,0,580423.875,148480.7344,100-F Area
3,0,580471.0625,148447.9688,100-F Area
3,0,580489.375,148434.5313,100-F Area
3,0,580502.25,148425.4531,100-F Area
3,0,580507.125,148422.4531,100-F Area
3,0,580508.75,148421.3281,100-F Area
3,0,580548.75,148392.6406,100-F Area
3,0,580585.25,148367.6563,100-F Area
3,0,580633.25,148333.6563,100-F Area
3,0,580662.8125,148312.8125,100-F Area
3,0,580714.125,148276.0781,100-F Area
3,0,580748.25,148252.4844,100-F Area
3,0,580780.625,148229.7188,100-F Area
3,0,580820.1875,148202.0469,100-F Area
3,0,580851.375,148179.875,100-F Area
3,0,580892.5,148151,100-F Area
3,0,580942.3125,148116.3594,100-F Area
3,0,580948.125,148112.2969,100-F Area
3,0,580982.125,148088.4688,100-F Area
3,0,581034.9375,148052.2344,100-F Area
3,0,581074.9375,148023.7031,100-F Area
3,0,581106.1875,148002,100-F Area
3,0,581139.0625,147979.3906,100-F Area
3,0,581195,147940.625,100-F Area
3,0,581196,147939.8281,100-F Area
3,0,581201.25,147936.3125,100-F Area
3,0,581202.125,147935.6875,100-F Area
3,0,581208.25,147930.8438,100-F Area
3,0,581209.0625,147930.1563,100-F Area
3,0,581214.875,147924.8906,100-F Area
3,0,581215.6875,147924.1563,100-F Area
3,0,581221.125,147918.4844,100-F Area
3,0,581222.5,147916.7813,100-F Area
3,0,581225.125,147913.1094,100-F Area
3,0,581225.8125,147912.0156,100-F Area
3,0,581228.125,147908.125,100-F Area
3,0,581228.6875,147907,100-F Area
3,0,581230.625,147902.9219,100-F Area
3,0,581231.125,147901.7344,100-F Area
3,0,581232.75,147897.5,100-F Area
3,0,581233.125,147896.2813,100-F Area
3,0,581234.375,147891.9375,100-F Area
3,0,581234.625,147890.6719,100-F Area
3,0,581235.625,147885.5313,100-F Area
3,0,581236.375,147879.7188,100-F Area
3,0,581236.9375,147873.8594,100-F Area
3,0,581237.1875,147868,100-F Area
3,0,581237.1875,147862.8281,100-F Area
3,0,581237.25,147858.7188,100-F Area
3,0,581237.3125,147849,100-F Area
3,0,581237.5625,147811.625,100-F Area
3,0,581237.6875,147792.8125,100-F Area
3,0,581237.625,147775.7969,100-F Area
3,0,581237.625,147758.7656,100-F Area
3,0,581237.625,147741.7344,100-F Area
3,0,581237.625,147724.6875,100-F Area
3,0,581237.6875,147693.9219,100-F Area
3,0,581237.8125,147663.1406,100-F Area
3,0,581237.9375,147632.3594,100-F Area
3,0,581238.0625,147601.4688,100-F Area
3,0,581238.0625,147599.9844,100-F Area
3,0,581238,147542.8281,100-F Area
3,0,581238,147531.4531,100-F Area
3,0,581238.0625,147518.5938,100-F Area
3,0,581238.25,147489.7188,100-F Area
3,0,581238.125,147422.2031,100-F Area
3,0,581238.375,147371.9531,100-F Area
3,0,581238.625,147307.6094,100-F Area
3,0,581238.625,147264.5781,100-F Area
3,0,581238.875,147193.7813,100-F Area
3,0,581239.0625,147102.9688,100-F Area
3,0,581239.0625,147100.0625,100-F Area
3,0,581239.3125,147028.5938,100-F Area
3,0,581239.1875,146957.4531,100-F Area
3,0,581239.3125,146903.0313,100-F Area
3,0,581239.3125,146901,100-F Area
3,0,581239.4375,146894.2813,100-F Area
3,0,581239.6875,146878.6719,100-F Area
3,0,581239.875,146868.4219,100-F Area
3,0,581240,146861.3906,100-F Area
3,0,581240.1875,146855.1719,100-F Area
3,0,581240.1875,146854.1094,100-F Area
3,0,581240,146847.75,100-F Area
3,0,581239.875,146846.7031,100-F Area
3,0,581239.25,146840.375,100-F Area
3,0,581239.0625,146839.3281,100-F Area
3,0,581237.9375,146833.0625,100-F Area
3,0,581237.75,146832.0313,100-F Area
3,0,581236.1875,146825.8594,100-F Area
3,0,581235.875,146824.8438,100-F Area
3,0,581233.875,146818.8125,100-F Area
3,0,581232.8125,146816.3125,100-F Area
3,0,581230.4375,146811.9375,100-F Area
3,0,581229.5625,146810.5313,100-F Area
3,0,581226.6875,146806.4375,100-F Area
3,0,581225.6875,146805.1563,100-F Area
3,0,581222.375,146801.3906,100-F Area
3,0,581221.25,146800.2188,100-F Area
3,0,581217.5625,146796.8438,100-F Area
3,0,581216.3125,146795.7969,100-F Area
3,0,581212.3125,146792.8438,100-F Area
3,0,581210.9375,146791.9375,100-F Area
3,0,581205.75,146789,100-F Area
3,0,581204.1875,146788.2188,100-F Area
3,0,581201.8125,146787.2813,100-F Area
3,0,581196.75,146785.7813,100-F Area
3,0,581191.6875,146784.5,100-F Area
3,0,581186.5,146783.4688,100-F Area
3,0,581181.375,146782.6875,100-F Area
3,0,581176.0625,146782.0938,100-F Area
3,0,581170.75,146781.75,100-F Area
3,0,581165.4375,146781.6563,100-F Area
3,0,581160.9375,146781.7813,100-F Area
3,0,581140.75,146782,100-F Area
3,0,581120.5625,146782.1406,100-F Area
3,0,581100.3125,146782.1719,100-F Area
3,0,581080.0625,146782.1094,100-F Area
3,0,581042.4375,146781.8906,100-F Area
3,0,580995.9375,146781.9844,100-F Area
3,0,580943.25,146781.9688,100-F Area
3,0,580896.9375,146781.9531,100-F Area
3,0,580846.25,146781.5469,100-F Area
3,0,580797.6875,146781.4063,100-F Area
3,0,580736.875,146781.5313,100-F Area
3,0,580704.3125,146781.5156,100-F Area
3,0,580677,146780.625,100-F Area
3,0,580611.5,146779.5,100-F Area
3,0,580608.75,146779.4375,100-F Area
3,0,580581.5625,146779.6875,100-F Area
3,0,580554.375,146779.8438,100-F Area
3,0,580527.1875,146779.9063,100-F Area
3,0,580500.0625,146779.8906,100-F Area
3,0,580420.5625,146779.5,100-F Area
3,0,580334.9375,146779.6563,100-F Area
3,0,580229.1875,146779.8438,100-F Area
3,0,580145.4375,146779.3906,100-F Area
3,0,580022.5625,146779.0625,100-F Area
3,0,579904.5625,146778.7188,100-F Area
3,0,579793.4375,146778.0781,100-F Area
3,0,579688.3125,146777.4688,100-F Area
3,0,579678.8125,146777.3594,100-F Area
3,0,579676.375,146777.2969,100-F Area
3,0,579673.8125,146777.4375,100-F Area
3,0,579670.5,146777.9063,100-F Area
3,0,579669.125,146778.1719,100-F Area
3,0,579666.0625,146778.9063,100-F Area
3,0,579664.8125,146779.2656,100-F Area
3,0,579660.5625,146780.6875,100-F Area
3,0,579658.9375,146781.3281,100-F Area
3,0,579654.625,146783.3594,100-F Area
3,0,579652.25,146784.7344,100-F Area
3,0,579648.25,146787.6094,100-F Area
3,0,579645.1875,146790.0938,100-F Area
3,0,579643.9375,146791.1875,100-F Area
3,0,579641.875,146793.2656,100-F Area
3,0,579640.8125,146794.4531,100-F Area
3,0,579638.3125,146797.5313,100-F Area
3,0,579637.4375,146798.75,100-F Area
3,0,579635.625,146801.3438,100-F Area
3,0,579633.125,146805.7969,100-F Area
3,0,579632.4375,146807.0938,100-F Area
